name,addr:postcode,operator,website,_region,latitude,longitude,sa2_code,sa2_name,sa3_name,region,irsd_decile,irsd_score
GMHBA Stadium,,,,Geelong & Bellarine,-38.15810696140531,144.35460267490583,203021039,Geelong,Geelong,Rest of Vic.,6.0,1016.317519
Anthony Costa Oval,,,,Geelong & Bellarine,-38.15710512332284,144.35199543328875,203021039,Geelong,Geelong,Rest of Vic.,6.0,1016.317519
No.2 Oval,,,,Geelong & Bellarine,-38.183331889936404,144.35545192268273,203021037,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.5 Oval,,,,Geelong & Bellarine,-38.183556424087804,144.35687598848568,203021037,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.1 Oval,,,,Geelong & Bellarine,-38.184597978638706,144.35562709722566,203021037,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.3 Oval,,,,Geelong & Bellarine,-38.18199252190976,144.355343421372,203021037,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.4 Oval,,,,Geelong & Bellarine,-38.18211652391669,144.35664177128402,203021037,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
Walker Oval,,,,Geelong & Bellarine,-38.137434676986366,144.3254080288724,203021040,Geelong West - Hamlyn Heights,Geelong,Rest of Vic.,7.0,1032.798293
NH Drew Oval,,,,Geelong & Bellarine,-38.13764517107949,144.32687723664148,203021040,Geelong West - Hamlyn Heights,Geelong,Rest of Vic.,7.0,1032.798293
Shaw Oval,,,,Geelong & Bellarine,-38.14750139380254,144.31774810822222,203021042,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Mary Bell Oval,,,,Geelong & Bellarine,-38.3367637199446,144.26340096799655,203031053,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Polwarth Oval,,,,Geelong & Bellarine,-38.306833322509014,144.32330962381693,203031053,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Mount Moriac Football Oval,,,,Geelong & Bellarine,-38.21821902213388,144.1967726284995,203011036,Winchelsea,Barwon - West,Rest of Vic.,8.0,1054.023134
Main Oval,,,,Geelong & Bellarine,-38.15095096090719,144.33902553940675,203021046,Newtown (Vic.),Geelong,Rest of Vic.,9.0,1072.697412
Grenville Oval,,,,Geelong & Bellarine,-38.30714003601338,144.32504485711192,203031053,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Stinton Oval,,,,Geelong & Bellarine,-38.147496303072664,144.3202471086739,203021042,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Jarvis Oval,,,,Geelong & Bellarine,-38.203670800074214,144.29572092804557,203021042,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Oval,,,,Geelong & Bellarine,-38.22012221423964,144.35306197146843,203021485,Charlemont,Geelong,Rest of Vic.,8.0,1050.146417
Dartmoor Football/Netball Club,,,,Western Victoria,-37.9246673,141.2733313,217011420,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Alexandra Oval,,,,Western Victoria,-37.279227036592914,142.92793632305134,215011386,Ararat,Grampians,Rest of Vic.,2.0,928.548849
Neil (Bull) Millgate Oval,,,,Western Victoria,-37.29146991375765,143.78800988498793,201021010,Creswick - Clunes,Creswick - Daylesford - Ballan,Rest of Vic.,4.0,985.5240483
Gordon Street Oval,,,,Western Victoria,-37.29060417675778,142.94483569184723,215011386,Ararat,Grampians,Rest of Vic.,2.0,928.548849
Silvester Oval,,,,Western Victoria,-37.59442238858761,141.6913589247614,217011423,Southern Grampians,Glenelg - Southern Grampians,Rest of Vic.,5.0,1010.964247
Football/cricket,,,,Western Victoria,-37.04547404692262,143.80924650806625,201031017,Maryborough Surrounds,Maryborough - Pyrenees,Rest of Vic.,2.0,924.6902376
Western Oval,,,,Western Victoria,-37.56527053159256,143.83914182722447,201011002,Ballarat,Ballarat,Rest of Vic.,7.0,1042.069038
Forrest Football Club,,,,Western Victoria,-38.50559855765567,143.72635699916728,217031476,Otway,Colac - Corangamite,Rest of Vic.,5.0,1003.817061
Forrest Recreation Reserve,,,,Western Victoria,-38.506133761033134,143.7267214589707,217031476,Otway,Colac - Corangamite,Rest of Vic.,5.0,1003.817061
Reid Oval,,,,Western Victoria,-38.37945157746937,142.49521267964076,217041479,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Walter Oval,,,,Western Victoria,-38.3814719883764,142.4981802627086,217041479,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Mack Oval,,,,Western Victoria,-38.38056189937583,142.5010668368728,217041479,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Friendly Societies Oval,,,,Western Victoria,-38.37581140053926,142.46887984461912,217041480,Warrnambool - South,Warrnambool,Rest of Vic.,5.0,998.6073453
Trinity College Colac - Oval,,,,Western Victoria,-38.35079496825928,143.57569570598395,217031472,Colac,Colac - Corangamite,Rest of Vic.,2.0,938.8010321
Leura Oval,,,,Western Victoria,-38.24014209707497,143.15221846938556,217031471,Camperdown,Colac - Corangamite,Rest of Vic.,3.0,966.7198922
Cricket-Football,,,,Western Victoria,-36.702925517236935,142.20368574231833,215011388,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
Cricket-Football,,,,Western Victoria,-36.703181448785365,142.20213479430143,215011388,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
College Oval,,,,Western Victoria,-36.71081323174278,142.18340370424957,215011388,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
City Oval,,,,Western Victoria,-36.72128122348281,142.20117498159152,215011388,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
Footy/cricket,,,,Western Victoria,-36.74267932638771,141.94949618699926,215011389,Horsham Surrounds,Grampians,Rest of Vic.,8.0,1049.132435
Footy/cricket,,,,Western Victoria,-38.076215425743726,141.58669396508026,217011420,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Willaura Oval,,,,Western Victoria,-37.54489668893835,142.7444042722901,215011387,Ararat Surrounds,Grampians,Rest of Vic.,6.0,1019.529458
Melville Oval,,,,Western Victoria,-37.74070984050779,142.02218488765644,217011421,Hamilton (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,983.6221462
Casterton Football Club,,,,Western Victoria,-37.58016922311842,141.40511587279832,217011420,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Natte Yallock Sports Ground,,,,Western Victoria,-36.93742445355769,143.47045636861992,201031013,Avoca,Maryborough - Pyrenees,Rest of Vic.,2.0,946.5651034
Jack Keane Oval,,,,Western Victoria,-38.29724105227702,142.3670501750769,217041478,Moyne - West,Warrnambool,Rest of Vic.,7.0,1040.247521
Halls Gap Sports Reserve,,,,Western Victoria,-37.135177631510466,142.52005036999032,215011392,Stawell,Grampians,Rest of Vic.,3.0,951.3747046
Footy/cricket,,,,Western Victoria,-37.152254671326425,142.85129801259555,215011392,Stawell,Grampians,Rest of Vic.,3.0,951.3747046
Woorndoo Recreation Reserve,,,,Western Victoria,-37.8852850964125,142.79955374036578,217041477,Moyne - East,Warrnambool,Rest of Vic.,5.0,1010.519714
Katamatite Football Club,,,,Northern Victoria,-36.0763982,145.6901575,216021412,Moira,Moira,Rest of Vic.,4.0,989.1094972
JC Lowe Oval,,,,Northern Victoria,-36.01218319475763,145.99495447371416,216021414,Yarrawonga,Moira,Rest of Vic.,4.0,973.5780707
Benalla Showgrounds Oval,,,,Northern Victoria,-36.55415227668121,145.98031102640275,204021063,Benalla,Wangaratta - Benalla,Rest of Vic.,3.0,950.4355162
Footy/cricket,,,,Northern Victoria,-36.72072816955166,144.6918871746562,216011410,Rushworth,Campaspe,Rest of Vic.,2.0,941.3382188
Canterbury Park Oval,,,,Northern Victoria,-36.71554102252546,144.25222844190202,202011019,California Gully - Eaglehawk,Bendigo,Rest of Vic.,2.0,911.877959
Mooroopna Football Netball Club,,,,Northern Victoria,-36.393102627715066,145.3535512121359,216031415,Mooroopna,Shepparton,Rest of Vic.,1.0,889.8430374
Deakin Reserve,,,,Northern Victoria,-36.37697043245529,145.4078692488805,216031416,Shepparton - North,Shepparton,Rest of Vic.,3.0,961.3295204
Oval,,,,Northern Victoria,-36.542640929757326,145.9958726233478,204021063,Benalla,Wangaratta - Benalla,Rest of Vic.,3.0,950.4355162
Glenrowan Recreation Reserve,,,,Northern Victoria,-36.465682321167876,146.216390567477,204021067,Wangaratta Surrounds,Wangaratta - Benalla,Rest of Vic.,7.0,1036.676101
Footy/cricket,,,,Northern Victoria,-35.99587912517952,145.10997034103275,216021413,Numurkah,Moira,Rest of Vic.,3.0,965.6260804
Albert Heaney Oval,,,,Northern Victoria,-36.74866371838118,146.00054046292365,204021064,Benalla Surrounds,Wangaratta - Benalla,Rest of Vic.,6.0,1020.717773
Footy/cricket,,,,Northern Victoria,-36.276184590293035,145.21716143002791,216031419,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Bridgewater Recreation Reserve,,,,Northern Victoria,-36.60599632588218,143.94555297996823,202031033,Loddon,Loddon - Elmore,Rest of Vic.,3.0,947.1096165
Cricket-football,,,,Northern Victoria,-36.26591684833937,144.54111788070827,216011408,Lockington - Gunbower,Campaspe,Rest of Vic.,5.0,998.3763426
Cricket-football,,,,Northern Victoria,-35.530039703583185,143.95375209922702,215031401,Gannawarra,Murray River - Swan Hill,Rest of Vic.,4.0,972.1846636
John Foord Oval,2646,,,Northern Victoria,-36.004781379844204,146.39251097501662,,,,,,
Tyntynder Oval,,,,Northern Victoria,-35.336579421546766,143.55274411131825,215031404,Swan Hill,Murray River - Swan Hill,Rest of Vic.,3.0,961.2820914
Toolamba Oval,,,,Northern Victoria,-36.49225619626321,145.34331622699676,216031419,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Numurkah Showgrounds,,,,Northern Victoria,-36.093332702348874,145.4473469332449,216021413,Numurkah,Moira,Rest of Vic.,3.0,965.6260804
Gurnett Oval,,,,Northern Victoria,-35.33399099233268,143.55460430155244,215031404,Swan Hill,Murray River - Swan Hill,Rest of Vic.,3.0,961.2820914
Frank Howley Oval,,,,Northern Victoria,-36.446208179455525,145.22939394596554,216031419,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Backhaus Oval,,,,Northern Victoria,-36.77318012923911,144.2547002470591,202011022,Kangaroo Flat - Golden Square,Bendigo,Rest of Vic.,3.0,951.6009899
Ballantyne Centre,,Tatura Football Club,,Northern Victoria,-36.44490058095995,145.23301030383814,216031419,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Rumbalara Football,,,,Northern Victoria,-36.353240120548016,145.39738093801088,216031416,Shepparton - North,Shepparton,Rest of Vic.,3.0,961.3295204
Nagambie Primary School Oval,,,,Northern Victoria,-36.78888669713261,145.15668613764728,204011058,Nagambie,Upper Goulburn Valley,Rest of Vic.,4.0,988.2670639
Glengarry Recreation Reserve Football Club,3854,,,Gippsland / East,-38.1266869,146.5691292,205041098,Yallourn North - Glengarry,Latrobe Valley,Rest of Vic.,5.0,1003.280473
Athletic Field,,,,Gippsland / East,-38.1532616,146.7745019,205051102,Rosedale,Wellington,Rest of Vic.,4.0,991.0019614
Athletic Field,,,,Gippsland / East,-38.1527853,146.7721298,205051102,Rosedale,Wellington,Rest of Vic.,4.0,991.0019614
Lochiel Park,,,,Gippsland / East,-37.71163431023904,148.4550385427383,205021085,Orbost,Gippsland - East,Rest of Vic.,2.0,931.8619841
Fred King Oval,,,,Gippsland / East,-38.126938083322024,146.5701580662708,205041098,Yallourn North - Glengarry,Latrobe Valley,Rest of Vic.,5.0,1003.280473
No. 1 Oval,,,,Gippsland / East,-38.60077638584704,145.5976442446077,205031093,Wonthaggi - Inverloch,Gippsland - South West,Rest of Vic.,4.0,985.9433531
Wesburn Oval,,,,Gippsland / East,-37.77332013129542,145.6491924538351,211051286,Yarra Valley,Yarra Ranges,Greater Melbourne,5.0,995.254956
Bruthen Oval,,,,Gippsland / East,-37.71293624711262,147.83490086627464,205021082,Bruthen - Omeo,Gippsland - East,Rest of Vic.,5.0,1000.050405
