name,addr:postcode,operator,website,_region,latitude,longitude,dist_train_m,score_train,dist_tram_m,score_tram,dist_bus_m,score_bus,accessibility_score,sa2_name,sa3_name,region,irsd_decile,irsd_score
Strathewen Oval,,,,Melbourne NE,-37.53411070778862,145.26889963368853,13388.898493369243,0.0,23842.31362164795,0.0,4749.928460655712,0.0,0.0,Panton Hill - St Andrews,Nillumbik - Kinglake,Greater Melbourne,10.0,1086.43613
Olympic Park Oval,3000,,,Melbourne NE,-37.82463862869922,144.98126967810228,594.279796163594,100.0,308.54400502258915,100.0,550.1906265699866,62.45234335750334,90.6,East Melbourne,Melbourne City,Greater Melbourne,10.0,1107.378731
Hurstbridge High Oval,,,,Melbourne NE,-37.642536634314986,145.18940459124119,340.4560400658576,100.0,11326.003515624972,0.0,607.2558084758654,48.18604788103366,57.0,Hurstbridge,Nillumbik - Kinglake,Greater Melbourne,9.0,1068.054539
Northern Saints Football Club,,,,Melbourne NE,-37.71435050796374,144.97033665310502,703.1129148213172,100.0,1597.4924757850517,0.0,150.94305122093294,100.0,70.0,Fawkner,Moreland - North,Greater Melbourne,2.0,936.1842233
Tony Sheehan Reserve,,,,Melbourne NE,-37.72392709107401,145.04302985114927,2299.6174881431807,0.0,614.4266400559733,97.59555999067112,448.1857743354921,87.95355641612697,51.3,Kingsbury,Darebin - North,Greater Melbourne,5.0,1011.573923
Mount Pleasant Road Primary School Oval,,,,Melbourne NE,-37.82902952431791,145.18119801628177,1013.8393224638977,73.27008469201279,2993.245027974108,0.0,449.7273573133451,87.56816067166372,54.9,Nunawading,Whitehorse - East,Greater Melbourne,7.0,1041.310192
St. James Park,,,https://www.boroondara.vic.gov.au/recreation-arts/parks-and-gardens/st-james-park,Melbourne NE,-37.8200008838196,145.02127154953598,248.10748078434713,100.0,100.40132365710491,100.0,269.5185377025951,100.0,100.0,Hawthorn - North,Boroondara,Greater Melbourne,10.0,1087.65006
Olinda Green Oval,,,,Melbourne NE,-37.854272871988904,145.3742981489443,6308.4438310267005,0.0,16914.871064739906,0.0,107.18471594114087,100.0,25.0,Mount Dandenong - Olinda,Yarra Ranges,Greater Melbourne,9.0,1078.631503
Stintons Reserve Oval,,,,Melbourne NE,-37.76725294701857,145.20411750549786,5518.697282646986,0.0,9151.387393807672,0.0,1145.7893453057957,0.0,0.0,Donvale - Park Orchards,Manningham - East,Greater Melbourne,9.0,1082.81992
Diamond Creek Football Club,,,,Melbourne NE,-37.672516904445686,145.15599896823008,196.9250259214705,100.0,7663.851905216178,0.0,197.2637135820595,100.0,70.0,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,Greater Melbourne,9.0,1083.570471
Warrandyte Football Club,3113,,https://www.warrandytefc.com/,Melbourne NE,-37.74615099929949,145.20747418778626,6353.184001851933,0.0,10950.253229351187,0.0,75.27979665754098,100.0,25.0,Warrandyte - Wonga Park,Manningham - East,Greater Melbourne,10.0,1100.313841
Coventry Oval,,,,Melbourne NE,-37.6722751152846,145.15492688664776,291.6430750605595,100.0,7572.306944717587,0.0,143.92907402713342,100.0,70.0,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,Greater Melbourne,9.0,1083.570471
Marngrook Oval,,,,Melbourne NE,-37.67426375310383,145.1542884506452,322.970908632417,100.0,7497.517701657722,0.0,107.83267168231507,100.0,70.0,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,Greater Melbourne,9.0,1083.570471
Blackburn Football Club,,,,Melbourne NE,-37.821395057280895,145.15621213967057,387.90353322444685,100.0,3031.98926425531,0.0,169.55048680315954,100.0,70.0,Blackburn,Whitehorse - West,Greater Melbourne,9.0,1068.999185
Bayswater Football Club,,Knox City Council,,Melbourne NE,-37.83686199014731,145.26901858846378,486.8449947249797,100.0,7951.931684715429,0.0,210.41760626287513,100.0,70.0,Bayswater,Knox,Greater Melbourne,5.0,1003.895227
Barwon Heads Football Club,,,,Melbourne SW,-38.2869596572778,144.49520612159415,15714.55973823096,0.0,61693.77184034382,0.0,522.8302327138068,69.2924418215483,17.3,Barwon Heads - Armstrong Creek,Surf Coast - Bellarine Peninsula,Rest of Vic.,9.0,1075.403948
Oval,,,,Melbourne SW,-38.18836225372612,144.55932929797385,17865.7060841353,0.0,50389.48110607309,0.0,855.6367547874568,0.0,0.0,Clifton Springs,Surf Coast - Bellarine Peninsula,Rest of Vic.,6.0,1013.845111
Ron Evans Oval,,,,Melbourne SW,-38.11378781561164,144.64495694887643,21115.61877563815,0.0,39466.16056805935,0.0,202.7908330988501,100.0,25.0,Portarlington,Surf Coast - Bellarine Peninsula,Rest of Vic.,5.0,1001.001291
Queenscliff Recreation Reserve,,,,Melbourne SW,-38.27245854219421,144.6565579787976,27647.37137511958,0.0,50798.554586663595,0.0,250.21010014685507,100.0,25.0,Point Lonsdale - Queenscliff,Surf Coast - Bellarine Peninsula,Rest of Vic.,9.0,1080.253677
Drysdale Reserve Football Club,,,https://www.drysdalefc.com.au/,Melbourne SW,-38.17462884247305,144.56190904916585,17874.61732568221,0.0,49303.10026178759,0.0,428.4596059916102,92.88509850209745,23.2,Clifton Springs,Surf Coast - Bellarine Peninsula,Rest of Vic.,6.0,1013.845111
Ray Menzies Oval,,,,Melbourne SW,-38.25927360375037,144.53822766879057,17400.828139429097,0.0,56839.19563437415,0.0,319.4681143151403,100.0,25.0,Ocean Grove,Surf Coast - Bellarine Peninsula,Rest of Vic.,9.0,1073.708848
The Fitzroy Shop,3195,,www.fitzroyfc.com.au,Melbourne SE,-38.0054411,145.0862949,121.61565426141803,100.0,11821.112539783975,0.0,183.00460954773573,100.0,70.0,Mordialloc - Parkdale,Kingston,Greater Melbourne,9.0,1072.088028
Narre Warren Football Club,,,,Melbourne SE,-37.9917449,145.304803,3876.874116554948,0.0,18492.618705142206,0.0,443.4554001303333,89.13614996741667,22.3,Narre Warren North,Casey - North,Greater Melbourne,9.0,1067.871877
Phillip Island Football Club,,,,Melbourne SE,-38.4512824,145.2463093,8814.71367440481,0.0,62908.03625326777,0.0,532.6886371200249,66.82784071999379,16.7,Phillip Island,Gippsland - South West,Rest of Vic.,5.0,1005.380808
Berwick Football Club,,,,Melbourne SE,-38.0286123,145.3639783,2019.547562493661,0.0,24915.913718884094,0.0,609.4097895023858,47.647552624403545,11.9,Berwick - North,Casey - North,Greater Melbourne,8.0,1057.342594
Kinetic Stadium,,,,Melbourne SE,-38.1475967,145.1203374,597.7248524784311,100.0,27450.001225429893,0.0,83.60049897483107,100.0,70.0,Frankston,Frankston,Greater Melbourne,4.0,971.7351039
Beaconsfield Football Club,,,https://www.beaconsfieldfc.com/,Melbourne SE,-38.0370566,145.3728598,1611.8145401780832,0.0,26134.949573927817,0.0,536.9529732676915,65.76175668307712,16.4,Beaconsfield - Officer,Cardinia,Greater Melbourne,8.0,1056.433868
Warwick Bayley Oval,,,,Melbourne SE,-38.06474593092344,145.46122305860536,2114.688453907631,0.0,33706.86997166144,0.0,131.89398556729694,100.0,25.0,Pakenham - South West,Cardinia,Greater Melbourne,4.0,989.9932047
Warwick Bayley Oval,,,,Melbourne SE,-38.06674147922153,145.46047145058532,1985.0215963308385,0.0,33811.127531053826,0.0,362.79528378492137,100.0,25.0,Pakenham - South West,Cardinia,Greater Melbourne,4.0,989.9932047
Narre Warren Football Club,,,,Melbourne SE,-37.99117876931481,145.30540422331882,3942.464044836922,0.0,18472.615144962194,0.0,505.0189543211491,73.74526141971272,18.4,Narre Warren North,Casey - North,Greater Melbourne,9.0,1067.871877
Hallam Recreation Reserve,,,,Melbourne SE,-38.002117792986134,145.27000119220227,1702.9834910725212,0.0,17922.819359738332,0.0,154.74621643663673,100.0,25.0,Hallam,Casey - North,Greater Melbourne,2.0,917.2770092
Oval 5 - Premier Cricket/Junior Football,,,,Melbourne SE,-38.12326151001371,145.31419798280757,3799.962184617837,0.0,31808.231438472878,0.0,705.4834345125786,23.629141371855354,5.9,Cranbourne East - South,Casey - South,Greater Melbourne,6.0,1019.35603
Oval 2,,,,Melbourne SE,-38.12107781630727,145.3107774223981,3415.0513395111543,0.0,31473.630098146874,0.0,566.5591835663012,58.36020410842471,14.6,Cranbourne East - South,Casey - South,Greater Melbourne,6.0,1019.35603
Oval 1 - VFL Football,,,,Melbourne SE,-38.11893241623579,145.31012281936904,3214.743997200474,0.0,31230.834077332238,0.0,325.3760699416985,100.0,25.0,Cranbourne East - South,Casey - South,Greater Melbourne,6.0,1019.35603
Oval 3 - Football/Cricket,,,,Melbourne SE,-38.122524429906925,145.31206974949677,3607.3091309807564,0.0,31664.229875079764,0.0,758.6669553902229,10.333261152444262,2.6,Cranbourne East - South,Casey - South,Greater Melbourne,6.0,1019.35603
Oval 4 - Premier Cricket/Junior Football,,,,Melbourne SE,-38.121697254917166,145.31525268191174,3756.8573741757837,0.0,31680.77280834675,0.0,509.5665892673953,72.60835268315118,18.2,Cranbourne East - South,Casey - South,Greater Melbourne,6.0,1019.35603
Rendall Oval,,,,Melbourne SE,-37.99552141000344,145.14499295319803,4180.64930551689,0.0,13738.699594821803,0.0,91.31538582331501,100.0,25.0,Keysborough - South,Dandenong,Greater Melbourne,7.0,1039.126293
Reserve 2,,,,Melbourne SE,-38.07372747148985,145.3369425285115,3569.1876939226586,0.0,27691.591334950277,0.0,99.14135066605861,100.0,25.0,Berwick - South East,Casey - North,Greater Melbourne,8.0,1058.749042
Thomas Barclay Oval,,,,Melbourne SE,-38.296039694618564,145.1874289765656,1069.341279135362,66.33234010807976,44941.85042327378,0.0,221.72565729523626,100.0,54.8,Hastings - Somers,Mornington Peninsula,Greater Melbourne,5.0,1005.732473
Tyabb North Sports Ground,,,,Melbourne SE,-38.29761599887082,145.1871758828733,892.9919682410176,88.3760039698728,45099.46911761258,0.0,288.6403345786518,100.0,64.8,Hastings - Somers,Mornington Peninsula,Greater Melbourne,5.0,1005.732473
Nar Nar Goon Oval,,,,Melbourne SE,-38.08412721032093,145.5732076808694,312.2123029714473,100.0,42654.123063752144,0.0,316.81327963229427,100.0,70.0,Bunyip - Garfield,Cardinia,Greater Melbourne,7.0,1046.12331
Noble Park Football Social Club,,,,Melbourne SE,-37.977530551698734,145.1697423586564,1286.4146406588234,39.19816991764707,13481.451146020574,0.0,230.2649104411104,100.0,42.6,Noble Park - West,Dandenong,Greater Melbourne,1.0,852.645408
Oval 1,,,,Melbourne SE,-38.148666461990565,145.18953115668333,4393.972282491278,0.0,30114.649877631327,0.0,426.85093198477773,93.28726700380557,23.3,Langwarrin,Frankston,Greater Melbourne,7.0,1040.351747
Oval 2,,,,Melbourne SE,-38.14819490703317,145.19150374135,4570.85328657621,0.0,30157.111425474544,0.0,381.98402128315183,100.0,25.0,Langwarrin,Frankston,Greater Melbourne,7.0,1040.351747
Oval 3,,,,Melbourne SE,-38.14938090314594,145.19231151080038,4631.077637071929,0.0,30306.452655791414,0.0,236.1557296158865,100.0,25.0,Langwarrin,Frankston,Greater Melbourne,7.0,1040.351747
Keysborough Football Club,,,,Melbourne SE,-37.99517214958911,145.16821143660349,2780.652808312715,0.0,14967.864977072566,0.0,158.06347990027734,100.0,25.0,Keysborough - North,Dandenong,Greater Melbourne,2.0,914.4904786
RM Hooper Park,,,,Melbourne SE,-38.28573254018645,145.1379313199415,4744.795518995188,0.0,42580.99386613387,0.0,3229.806069108117,0.0,0.0,Flinders,Mornington Peninsula,Greater Melbourne,10.0,1092.893474
Skye Prmary School Public Oval,,,,Melbourne SE,-38.11658407254217,145.20095153636726,5657.723112474443,0.0,27672.302337129968,0.0,611.5870312238037,47.10324219404908,11.8,Skye - Sandhurst,Frankston,Greater Melbourne,8.0,1048.567469
Kennedy Community Centre,,Hawthorn Football Club,,Melbourne SE,-37.96592434315118,145.121828283586,3298.585816940563,0.0,9882.026955523203,0.0,354.36394649723417,100.0,25.0,Dingley Village,Dandenong,Greater Melbourne,9.0,1066.427157
Hogben-Meckiff Oval,,,,Melbourne SE,-37.98502748993176,145.06302916842367,304.8602820028722,100.0,8844.77406696086,0.0,160.03988189005617,100.0,70.0,Mentone,Kingston,Greater Melbourne,8.0,1060.694497
Langwarrin Junior Football Club,3910,,https://www.langyjfc.com.au/,Melbourne SE,-38.14891511569981,145.1913512162121,4550.742385338932,0.0,30219.15089009354,0.0,312.6318370438383,100.0,25.0,Langwarrin,Frankston,Greater Melbourne,7.0,1040.351747
West Oval,,,,Melbourne SE,-38.07724742238396,145.13189125168927,657.9645412961958,100.0,20724.229594371245,0.0,279.67376371989207,100.0,70.0,Carrum - Patterson Lakes,Kingston,Greater Melbourne,7.0,1042.978764
East Oval,,,,Melbourne SE,-38.07674762618019,145.13347962398814,785.5407295476305,100.0,20744.342398561268,0.0,166.47584691255693,100.0,70.0,Carrum - Patterson Lakes,Kingston,Greater Melbourne,7.0,1042.978764
Frankston Football Club,,,,Melbourne SE,-38.14740501158342,145.12116948130736,530.033951724713,100.0,27454.199388661244,0.0,62.701541023020454,100.0,70.0,Frankston,Frankston,Greater Melbourne,4.0,971.7351039
McCartney Oval,,,,Geelong & Bellarine,-38.33602266267524,144.3148246069133,13351.23759940777,0.0,77211.96459336931,0.0,367.96663141357857,100.0,25.0,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
GMHBA Stadium,,,,Geelong & Bellarine,-38.15810696140531,144.35460267490583,389.2106939726617,100.0,61807.12522208686,0.0,160.8569433188989,100.0,70.0,Geelong,Geelong,Rest of Vic.,6.0,1016.317519
Anthony Costa Oval,,,,Geelong & Bellarine,-38.15710512332284,144.35199543328875,636.7387914945432,100.0,61932.67090678437,0.0,364.53638226580125,100.0,70.0,Geelong,Geelong,Rest of Vic.,6.0,1016.317519
No.2 Oval,,,,Geelong & Bellarine,-38.183331889936404,144.35545192268273,1689.8959541641696,0.0,63377.97187274504,0.0,167.71797065503986,100.0,25.0,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.5 Oval,,,,Geelong & Bellarine,-38.183556424087804,144.35687598848568,1672.2268898530122,0.0,63292.84831532801,0.0,253.6554088436264,100.0,25.0,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.1 Oval,,,,Geelong & Bellarine,-38.184597978638706,144.35562709722566,1549.7747008029812,6.278162399627352,63449.74849641494,0.0,113.76154550091016,100.0,27.8,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.3 Oval,,,,Geelong & Bellarine,-38.18199252190976,144.355343421372,1838.4213470794953,0.0,63296.88986557493,0.0,99.74342465314913,100.0,25.0,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
No.4 Oval,,,,Geelong & Bellarine,-38.18211652391669,144.35664177128402,1829.7605962392165,0.0,63213.75513219048,0.0,208.59979958380114,100.0,25.0,Belmont,Geelong,Rest of Vic.,6.0,1013.744596
Walker Oval,,,,Geelong & Bellarine,-38.137434676986366,144.3254080288724,2701.7749101634654,0.0,62702.98648938623,0.0,316.8165532141377,100.0,25.0,Geelong West - Hamlyn Heights,Geelong,Rest of Vic.,7.0,1032.798293
NH Drew Oval,,,,Geelong & Bellarine,-38.13764517107949,144.32687723664148,2571.5807732274543,0.0,62605.382606915846,0.0,302.90713496785406,100.0,25.0,Geelong West - Hamlyn Heights,Geelong,Rest of Vic.,7.0,1032.798293
Shaw Oval,,,,Geelong & Bellarine,-38.14750139380254,144.31774810822222,3273.5878998635294,0.0,63862.33235243411,0.0,571.2510917597635,57.18722706005912,14.3,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Mary Bell Oval,,,,Geelong & Bellarine,-38.3367637199446,144.26340096799655,13932.376792345985,0.0,80501.29211559886,0.0,3038.991943118475,0.0,0.0,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Polwarth Oval,,,,Geelong & Bellarine,-38.306833322509014,144.32330962381693,10197.558605509454,0.0,74410.03155838542,0.0,120.54465623538329,100.0,25.0,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Mount Moriac Football Oval,,,,Geelong & Bellarine,-38.21821902213388,144.1967726284995,9609.9296576479,0.0,77021.4172126582,0.0,9220.48954578119,0.0,0.0,Winchelsea,Barwon - West,Rest of Vic.,8.0,1054.023134
Main Oval,,,,Geelong & Bellarine,-38.15095096090719,144.33902553940675,1556.0485366310154,5.493932921123079,62497.61764455679,0.0,407.2150956338373,98.19622609154068,27.0,Newtown (Vic.),Geelong,Rest of Vic.,9.0,1072.697412
Grenville Oval,,,,Geelong & Bellarine,-38.30714003601338,144.32504485711192,10254.283985347698,0.0,74324.25661335538,0.0,204.31094791919597,100.0,25.0,Torquay,Surf Coast - Bellarine Peninsula,Rest of Vic.,10.0,1096.847321
Stinton Oval,,,,Geelong & Bellarine,-38.147496303072664,144.3202471086739,3055.4676398279043,0.0,63676.35971579232,0.0,771.5225015692923,7.119374607676921,1.8,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Jarvis Oval,,,,Geelong & Bellarine,-38.203670800074214,144.29572092804557,1656.1691181340736,0.0,68937.40665574084,0.0,663.9097817461239,34.02255456346901,8.5,Highton,Geelong,Rest of Vic.,9.0,1077.423858
Oval,,,,Geelong & Bellarine,-38.22012221423964,144.35306197146843,2401.6273948951616,0.0,66061.07121859524,0.0,126.74413429990653,100.0,25.0,Charlemont,Geelong,Rest of Vic.,8.0,1050.146417
Dartmoor Football/Netball Club,,,,Western Victoria,-37.9246673,141.2733313,117351.61064616671,0.0,318085.4690236929,0.0,53216.80318927984,0.0,0.0,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Alexandra Oval,,,,Western Victoria,-37.279227036592914,142.92793632305134,863.0499251396539,92.11875935754327,180232.2406408348,0.0,254.37484926545523,100.0,66.5,Ararat,Grampians,Rest of Vic.,2.0,928.548849
Neil (Bull) Millgate Oval,,,,Western Victoria,-37.29146991375765,143.78800988498793,1359.8078003007251,30.024024962409356,108209.75501088369,0.0,303.2230613976331,100.0,38.5,Creswick - Clunes,Creswick - Daylesford - Ballan,Rest of Vic.,4.0,985.5240483
Gordon Street Oval,,,,Western Victoria,-37.29060417675778,142.94483569184723,1165.5570681818072,54.305366477274106,178441.6883672244,0.0,362.88970636624856,100.0,49.4,Ararat,Grampians,Rest of Vic.,2.0,928.548849
Silvester Oval,,,,Western Victoria,-37.59442238858761,141.6913589247614,111772.68086951278,0.0,282029.53820649954,0.0,31316.678595774676,0.0,0.0,Southern Grampians,Glenelg - Southern Grampians,Rest of Vic.,5.0,1010.964247
Football/cricket,,,,Western Victoria,-37.04547404692262,143.80924650806625,5980.325276713581,0.0,121174.20634543605,0.0,517.8619581606316,70.5345104598421,17.6,Maryborough Surrounds,Maryborough - Pyrenees,Rest of Vic.,2.0,924.6902376
Western Oval,,,,Western Victoria,-37.56527053159256,143.83914182722447,1934.6879129637912,0.0,94282.1705651169,0.0,111.32419023978174,100.0,25.0,Ballarat,Ballarat,Rest of Vic.,7.0,1042.069038
Forrest Football Club,,,,Western Victoria,-38.50559855765567,143.72635699916728,20263.751031362302,0.0,128953.94660395216,0.0,1746.5542278860323,0.0,0.0,Otway,Colac - Corangamite,Rest of Vic.,5.0,1003.817061
Forrest Recreation Reserve,,,,Western Victoria,-38.506133761033134,143.7267214589707,20313.534566655988,0.0,128961.4530286708,0.0,1718.5921359526308,0.0,0.0,Otway,Colac - Corangamite,Rest of Vic.,5.0,1003.817061
Reid Oval,,,,Western Victoria,-38.37945157746937,142.49521267964076,1828.779894074777,0.0,219925.5628348834,0.0,202.39953463929862,100.0,25.0,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Walter Oval,,,,Western Victoria,-38.3814719883764,142.4981802627086,2019.4738091295756,0.0,219744.1379980258,0.0,538.6789396177894,65.33026509555265,16.3,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Mack Oval,,,,Western Victoria,-38.38056189937583,142.5010668368728,2287.502407695943,0.0,219472.88805442,0.0,584.6700398445726,53.83249003885686,13.5,Warrnambool - North,Warrnambool,Rest of Vic.,5.0,993.7983589
Friendly Societies Oval,,,,Western Victoria,-38.37581140053926,142.46887984461912,1177.6658326095135,52.79177092381082,222009.89568117366,0.0,334.76375849386574,100.0,48.8,Warrnambool - South,Warrnambool,Rest of Vic.,5.0,998.6073453
Trinity College Colac - Oval,,,,Western Victoria,-38.35079496825928,143.57569570598395,1263.9502299926048,42.006221250924405,131036.87798198033,0.0,233.75189066404545,100.0,43.9,Colac,Colac - Corangamite,Rest of Vic.,2.0,938.8010321
Leura Oval,,,,Western Victoria,-38.24014209707497,143.15221846938556,1254.138524403571,43.23268444955362,160413.31574349673,0.0,843.652009128985,0.0,19.5,Camperdown,Colac - Corangamite,Rest of Vic.,3.0,966.7198922
Cricket-Football,,,,Western Victoria,-36.702925517236935,142.20368574231833,91753.57241969794,0.0,263785.10750899866,0.0,129.04674916477873,100.0,25.0,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
Cricket-Football,,,,Western Victoria,-36.703181448785365,142.20213479430143,91832.18658366054,0.0,263897.47951361304,0.0,105.35377989394247,100.0,25.0,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
College Oval,,,,Western Victoria,-36.71081323174278,142.18340370424957,92444.40610895032,0.0,265037.8183843344,0.0,211.2887826217258,100.0,25.0,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
City Oval,,,,Western Victoria,-36.72128122348281,142.20117498159152,90490.21124454703,0.0,263100.4033403009,0.0,144.840927498585,100.0,25.0,Horsham,Grampians,Rest of Vic.,4.0,978.1867775
Footy/cricket,,,,Western Victoria,-36.74267932638771,141.94949618699926,106509.63310660995,0.0,282629.8382639248,0.0,560.0910846020532,59.977228849486686,15.0,Horsham Surrounds,Grampians,Rest of Vic.,8.0,1049.132435
Footy/cricket,,,,Western Victoria,-38.076215425743726,141.58669396508026,85203.25092566558,0.0,291674.5967952572,0.0,27963.90940964203,0.0,0.0,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Willaura Oval,,,,Western Victoria,-37.54489668893835,142.7444042722901,33809.9221715311,0.0,190012.5279731409,0.0,181.85621537692532,100.0,25.0,Ararat Surrounds,Grampians,Rest of Vic.,6.0,1019.529458
Melville Oval,,,,Western Victoria,-37.74070984050779,142.02218488765644,81980.54305515432,0.0,251892.77664611128,0.0,225.15769828698032,100.0,25.0,Hamilton (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,983.6221462
Casterton Football Club,,,,Western Victoria,-37.58016922311842,141.40511587279832,129972.14557064642,0.0,307415.7698924599,0.0,55323.98840916681,0.0,0.0,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,4.0,979.0471626
Natte Yallock Sports Ground,,,,Western Victoria,-36.93742445355769,143.47045636861992,27308.048783814826,0.0,152595.6758959587,0.0,15931.16200757855,0.0,0.0,Avoca,Maryborough - Pyrenees,Rest of Vic.,2.0,946.5651034
Jack Keane Oval,,,,Western Victoria,-38.29724105227702,142.3670501750769,13618.943003229446,0.0,228267.9058550454,0.0,737.3291386238035,15.667715344049126,3.9,Moyne - West,Warrnambool,Rest of Vic.,7.0,1040.247521
Halls Gap Sports Reserve,,,,Western Victoria,-37.135177631510466,142.52005036999032,40497.44230029468,0.0,219582.4129555538,0.0,22792.841759543957,0.0,0.0,Stawell,Grampians,Rest of Vic.,3.0,951.3747046
Footy/cricket,,,,Western Victoria,-37.152254671326425,142.85129801259555,16321.756678551817,0.0,191052.61776470597,0.0,209.30770868405295,100.0,25.0,Stawell,Grampians,Rest of Vic.,3.0,951.3747046
Woorndoo Recreation Reserve,,,,Western Victoria,-37.8852850964125,142.79955374036578,40220.67182912788,0.0,183540.4880714544,0.0,18685.91374911461,0.0,0.0,Moyne - East,Warrnambool,Rest of Vic.,5.0,1010.519714
Katamatite Football Club,,,,Northern Victoria,-36.0763982,145.6901575,42580.162887087194,0.0,186229.03987736345,0.0,16362.757136749462,0.0,0.0,Moira,Moira,Rest of Vic.,4.0,989.1094972
JC Lowe Oval,,,,Northern Victoria,-36.01218319475763,145.99495447371416,46956.286789449354,0.0,202513.62872654156,0.0,898.312442843663,0.0,0.0,Yarrawonga,Moira,Rest of Vic.,4.0,973.5780707
Benalla Showgrounds Oval,,,,Northern Victoria,-36.55415227668121,145.98031102640275,1112.9803473149536,60.877456585630796,148752.88637327089,0.0,106.07411112310095,100.0,52.4,Benalla,Wangaratta - Benalla,Rest of Vic.,3.0,950.4355162
Footy/cricket,,,,Northern Victoria,-36.72072816955166,144.6918871746562,20463.808860139245,0.0,111511.16109936417,0.0,14957.672199217342,0.0,0.0,Rushworth,Campaspe,Rest of Vic.,2.0,941.3382188
Canterbury Park Oval,,,,Northern Victoria,-36.71554102252546,144.25222844190202,477.55360062181387,100.0,124463.82832154175,0.0,168.0020914510829,100.0,70.0,California Gully - Eaglehawk,Bendigo,Rest of Vic.,2.0,911.877959
Mooroopna Football Netball Club,,,,Northern Victoria,-36.393102627715066,145.3535512121359,788.6448047593806,100.0,144912.39037244028,0.0,249.14968423209234,100.0,70.0,Mooroopna,Shepparton,Rest of Vic.,1.0,889.8430374
Deakin Reserve,,,,Northern Victoria,-36.37697043245529,145.4078692488805,766.6821606398662,100.0,147583.74321692658,0.0,99.46475120832979,100.0,70.0,Shepparton - North,Shepparton,Rest of Vic.,3.0,961.3295204
Oval,,,,Northern Victoria,-36.542640929757326,145.9958726233478,1091.1282927585978,63.60896340517528,150580.55660742006,0.0,331.38325049202814,100.0,53.6,Benalla,Wangaratta - Benalla,Rest of Vic.,3.0,950.4355162
Glenrowan Recreation Reserve,,,,Northern Victoria,-36.465682321167876,146.216390567477,15223.1168854664,0.0,168877.3217532133,0.0,479.48558608951134,80.12860347762216,20.0,Wangaratta Surrounds,Wangaratta - Benalla,Rest of Vic.,7.0,1036.676101
Footy/cricket,,,,Northern Victoria,-35.99587912517952,145.10997034103275,35445.856715058144,0.0,186808.8554799553,0.0,13828.55964185209,0.0,0.0,Numurkah,Moira,Rest of Vic.,3.0,965.6260804
Albert Heaney Oval,,,,Northern Victoria,-36.74866371838118,146.00054046292365,22692.6015710243,0.0,132222.43589375936,0.0,20812.94696383127,0.0,0.0,Benalla Surrounds,Wangaratta - Benalla,Rest of Vic.,6.0,1020.717773
Footy/cricket,,,,Northern Victoria,-36.276184590293035,145.21716143002791,18611.95489224771,0.0,156222.96880754846,0.0,8771.247747090216,0.0,0.0,Shepparton Surrounds - West,Shepparton,Rest of Vic.,4.0,974.6580795
Bridgewater Recreation Reserve,,,,Northern Victoria,-36.60599632588218,143.94555297996823,24258.972352642744,0.0,148909.9611795171,0.0,610.0500101128176,47.48749747179559,11.9,Loddon,Loddon - Elmore,Rest of Vic.,3.0,947.1096165
Cricket-football,,,,Northern Victoria,-36.26591684833937,144.54111788070827,17727.019395128948,0.0,163690.03051359137,0.0,16796.7610673538,0.0,0.0,Lockington - Gunbower,Campaspe,Rest of Vic.,5.0,998.3763426
Cricket-football,,,,Northern Victoria,-35.530039703583185,143.95375209922702,22700.84481562332,0.0,256483.0726032527,0.0,391.7185388236807,100.0,25.0,Gannawarra,Murray River - Swan Hill,Rest of Vic.,4.0,972.1846636
John Foord Oval,2646,,,Northern Victoria,-36.004781379844204,146.39251097501662,21317.857587260172,0.0,220045.09645007402,0.0,622.5974258468842,44.350643538278945,11.1,,,,,
Tyntynder Oval,,,,Northern Victoria,-35.336579421546766,143.55274411131825,1008.080048939708,73.9899938825365,289841.53142614604,0.0,178.72549578428712,100.0,58.3,Swan Hill,Murray River - Swan Hill,Rest of Vic.,3.0,961.2820914
